featurecounts_Percent_Assigned_	featurecounts_Percent_Duplicates	featurecounts_Percent_Assigned_O	featurecounts_Percent_Assigned_M	featurecounts_Percent_Assigned_MO	sra_study_acc	bio_project_acc	Tissue	Tissue_subtype	Disease	Disease_subtype	Treated	biotype_transcribed_unprocessed_pseudogene	biotype_unprocessed_pseudogene	biotype_miRNA	biotype_lncRNA	biotype_protein_coding	biotype_processed_pseudogene	biotype_snRNA	biotype_transcribed_processed_pseudogene	biotype_misc_RNA	biotype_TEC	biotype_transcribed_unitary_pseudogene	biotype_snoRNA	biotype_scaRNA	biotype_rRNA_pseudogene	biotype_unitary_pseudogene	biotype_polymorphic_pseudogene	biotype_pseudogene	biotype_rRNA	biotype_IG_V_pseudogene	biotype_scRNA	biotype_IG_V_gene	biotype_IG_C_gene	biotype_IG_J_gene	biotype_sRNA	biotype_ribozyme	biotype_translated_processed_pseudogene	biotype_vault_RNA	biotype_TR_C_gene	biotype_TR_J_gene	biotype_TR_V_gene	biotype_TR_V_pseudogene	biotype_translated_unprocessed_pseudogene	biotype_TR_D_gene	biotype_IG_C_pseudogene	biotype_TR_J_pseudogene	biotype_IG_J_pseudogene	biotype_IG_D_gene	biotype_IG_pseudogene	biotype_Mt_tRNA	biotype_Mt_rRNA	fastqc_total_sequences_1	fastqc_poor_sequences_1	fastqc_mean_read_quality_1	fastqc_percent_duplication_1	fastqc_total_sequences_2	fastqc_poor_sequences_2	fastqc_mean_read_quality_2	fastqc_percent_duplication_2	markdup_unpaired_reads_examined	markdup_read_pairs_examined	markdup_secondary_or_supplementary_rds	markdup_unmapped_reads	markdup_unpaired_read_duplicates	markdup_read_pair_duplicates	markdup_read_pair_optical_duplicates	markdup_percent_duplication	markdup_estimated_library_size	rseqc_read_distribution_total	rseqc_read_distribution_CDS_Exons	rseqc_read_distribution_5'UTR_Exons	rseqc_read_distribution_3'UTR_Exons	rseqc_read_distribution_Introns	rseqc_read_distribution_TSS_up_1kb	rseqc_read_distribution_TSS_up_5kb	rseqc_read_distribution_TSS_up_10kb	rseqc_read_distribution_TES_down_1kb	rseqc_read_distribution_TES_down_5kb	rseqc_read_distribution_TES_down_10kb	trimgalore_total_sequences_1	trimgalore_num_adapter_containing_sequences_1	trimgalore_percent_adapter_containing_sequences_1	trimgalore_percent_bad_quality_bases_1	trimgalore_num_removed_shorter_20bp_1	trimgalore_percent_removed_shorter_20bp_1	trimgalore_total_sequences_2	trimgalore_num_adapter_containing_sequences_2	trimgalore_percent_adapter_containing_sequences_2	trimgalore_percent_bad_quality_bases_2	trimgalore_num_removed_shorter_20bp_2	trimgalore_percent_removed_shorter_20bp_2	star_nreads_input	star_average_read_length	star_number_uniquely_mapped_reads	star_percent_uniquely_mapped_reads	star_average_mapped_length	star_number_total_splices_unique_reads	star_number_sjdb_annotated_splices_unique_reads	star_number_gt_ag_splices_unique_reads	star_number_gc_ag_splices_unique_reads	star_number_at_ac_splices_unique_reads	star_number_non_canonical_splices_unique_reads	star_percent_mismatch_rate_per_base_unique_reads	star_deletion_rate_per_base_unique_reads	star_average_deletion_length_unique_reads	star_insertion_rate_per_base_unique_reads	star_average_insertion_length_unique_reads	star_number_multimapping_reads	star_percent_multimapping_reads	star_number_unmapped_reads_too_many_loci	star_percent_unmapped_reads_too_many_loci	star_number_unmapped_reads_too_many_mismatches	star_percent_unmapped_reads_too_many_mismatches	star_number_unmapped_reads_too_short	star_percent_unmapped_reads_too_short	star_number_unmapped_reads_other	star_percent_unmapped_reads_other	star_number_chimeric_reads	star_percent_chimeric_reads	has_salmon_quantification	group
SRX1304784	24.762	33.313	26.868	32.879	40.653	SRP064478	PRJNA297335	Spinal cord	NA	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	68696	17639	4118	1068983	25148788	70808	8210	14463	503615	27487	12588	20225	9772	517	441	740	44	15	7	572	34	50	1	4	11	29	0	141	35	44	41	85	0	12	2	0	1	0	7381	14816016	78396564	0	32.5179396127616	50.7545805595236	78396564	0	30.8760689690431	48.3845576021206	242579	70625416	32498287	0	149394	28883665	0	0.409325	60711035	104025190	53191443	819660	12223398	33974115	70806	236682	388134	176000	672153	959435	78396564	52238143	66.6	1.1	NA	NA	78396564	51444477	65.6	2.1	643342	0.82	77753222	263	63961175	82.26	259.77	27381255	27308841	27038728	268706	18421	55400	0.78	0.03	1.18	0.01	1.42	6906820	8.88	26970	0.03	0	0	6769610	8.71	88647	0.11	0	0	FALSE	Neurodegenerative
SRX1304792	16.395	42.055	17.843	20.42	24.856	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	40718	13273	2444	777671	15337146	47357	5511	8233	448723	16078	7802	21792	6283	340	166	1094	67	364	7	103	28	93	0	1	6	19	0	41	21	41	10	25	0	64	0	0	0	0	4234	15760311	56079411	0	33.2962400942478	63.4182547356922	56079411	0	32.2324247842047	59.5925030297541	63423	52686992	34182507	0	39418	29340401	0	0.55692	27316410	57420903	29237870	634810	5040986	20757257	36721	101598	161908	75078	342389	463008	56079411	42186146	75.2	0.5	NA	NA	56079411	42519051	75.8	1.5	252233	0.45	55827178	252	47965864	85.92	250.59	17688585	17634647	17402943	217059	10766	57817	0.53	0.05	1.09	0	1.5	4784551	8.57	26928	0.05	0	0	2961984	5.31	87851	0.16	0	0	FALSE	Healthy
SRX966669	12.907	33.005	14.16	20.016	21.544	SRP056477	GSE67196	Brain	Cerebellum	Healthy	Healthy	0	45905	51864	1008	499939	26061909	15378	885	13140	6640	16564	9040	823	89	61	169	221	27	11	5	481	4	57	0	0	0	0	0	619	29	4	0	12	0	2	0	0	0	0	26310	3156975	42097505	0	35.469594480718	81.3422489449002	42097505	0	34.4191581425075	78.363003712468	56516	40750848	82430168	0	44648	27030148	0	0.663391	14621400	32551830	19735579	193619	8821124	2518807	16399	44857	63687	77673	381039	547798	42097505	16320511	38.8	1.4	NA	NA	42097505	15837751	37.6	4.3	1065124	2.53	41032381	195	33384582	81.36	195.98	10216019	10199478	10106038	76655	7395	25931	0.15	0.01	1.35	0.01	1.54	7422782	18.09	6465	0.02	0	0	193852	0.47	24700	0.06	0	0	FALSE	Healthy
SRX834794	37.942	44.054	41.032	44.187	47.807	SRP051844	GSE64810	Brain	Prefrontal cortex	Neurodegenarative disease	Huntington disease	0	83902	43975	1464	613036	29383747	18405	969	15385	1363	21850	15252	780	23	123	158	572	51	3	5	2776	13	27	0	0	0	4	0	270	20	38	5	57	0	5	0	0	1	0	22761	2026764	39246657	0	36.2353639954608	61.7684208654648	39246657	0	35.5391660492255	60.4264777437673	79581	37930940	7049863	0	55751	18244430	0	0.481221	25381515	47524857	29298877	263531	12851871	3887070	23916	72571	106933	98377	314573	417611	39246657	14109994	36	1.3	NA	NA	39246657	13756858	35.1	2.9	810437	2.06	38436220	198	36154315	94.06	198	11453712	11428169	11317101	103269	8994	24348	0.17	0.01	1.49	0.01	1.34	1856206	4.83	3755	0.01	0	0	410012	1.07	11932	0.03	0	0	FALSE	Neurodegenerative
SRX1304790	21.88	35.298	23.767	29.009	37.395	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	71461	14960	4518	1119670	23699191	79533	12692	15857	649722	29554	12951	22012	10738	619	381	699	65	38	11	550	70	119	9	3	13	37	0	145	48	129	52	75	1	20	5	0	0	0	11227	15142769	80875842	0	32.7344702884206	51.7085144748833	80875842	0	30.9463649478914	48.8615557758801	224823	72886813	32619571	0	140506	31436211	0	0.4316	57881146	101686257	49006771	754569	10322029	37886189	67632	233506	387968	162941	620465	902832	80875842	57748135	71.4	0.5	NA	NA	80875842	56991967	70.5	2.1	671110	0.83	80204732	259	66137490	82.46	256.4	27071886	26984835	26388924	590896	18351	73715	0.73	0.03	1.18	0.01	1.45	6974146	8.7	27750	0.03	0	0	6973193	8.69	92153	0.11	0	0	FALSE	Healthy
SRX834751	14.717	46.137	16.111	22.192	24.474	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	66022	109704	1207	626613	30130548	18162	990	11465	3117	18230	16670	568	49	166	242	786	46	10	4	1003	12	27	0	0	0	0	0	259	11	31	8	154	0	0	0	0	0	0	31413	3165014	47246718	0	35.0205002810989	76.9529901979529	47246718	0	34.0925483331985	73.4482729653149	99896	43088682	45039555	0	76044	30247209	0	0.702044	13375031	30530398	19090929	186468	7109949	2681407	18961	52693	74771	56801	468901	648035	47246718	19103304	40.4	3.4	NA	NA	47246718	17853078	37.8	5.8	3349737	7.09	43896981	196	38436331	87.56	196.39	11037585	11008415	10864169	126286	8757	38373	0.2	0.01	1.37	0.01	1.3	4752247	10.83	77564	0.18	0	0	589532	1.34	41307	0.09	0	0	FALSE	Healthy
SRX966638	25.842	15.037	28.055	35.54	38.911	SRP056477	GSE67196	Brain	Frontal cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	22295	23340	267	256802	19081283	7692	215	5559	3614	7183	4398	252	44	22	90	84	37	4	1	289	4	15	0	0	1	1	0	323	27	19	4	154	0	1	0	0	0	0	7326	1087888	27873030	0	34.5807282164874	65.9891429830769	27873030	0	34.1014144856157	64.8816618086915	30415	27221409	63935098	0	20556	8885439	0	0.326609	32019578	46128913	31315968	427919	11562968	1530536	20825	43257	55448	74752	369754	544990	27873030	10458190	37.5	1.8	NA	NA	27873030	10364613	37.2	3.9	480715	1.72	27392315	195	21900351	79.95	195.54	10243145	10226258	10131180	84062	8981	18922	0.15	0.01	1.47	0.01	1.47	5351473	19.54	2522	0.01	0	0	127267	0.46	10702	0.04	0	0	FALSE	Neurodegenerative
SRX834773	35.233	49.099	38.101	41.3	44.63	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	88639	68516	1359	788205	37546046	19651	1193	14377	1357	24955	16353	1040	15	140	252	573	63	7	11	3613	33	68	0	0	0	4	0	325	32	35	9	331	0	1	0	0	0	0	57597	2308711	49973492	0	35.7508918328141	66.6032305116033	49973492	0	34.6582922202035	64.5512043001193	106893	47295072	7740628	0	81941	25095302	0	0.530878	26778667	53195409	32439660	305265	15411634	3720718	31229	88874	125412	114560	349887	454494	49973492	18294798	36.6	2	NA	NA	49973492	17648899	35.3	4.4	1995656	3.99	47977836	198	45122971	94.05	197.51	13139626	13113501	12973543	119248	11262	35573	0.21	0.01	1.49	0.01	1.34	2278994	4.75	4861	0.01	0	0	557364	1.16	13646	0.03	0	0	FALSE	Healthy
SRX834798	20.929	67.191	22.608	26.395	28.563	SRP051844	GSE64810	Brain	Prefrontal cortex	Neurodegenarative disease	Huntington disease	0	86311	98573	1148	779498	38863713	25860	1128	14650	1401	22198	17527	814	22	152	215	671	132	7	13	23273	53	310	0	0	0	1	0	592	12	27	0	188	0	4	0	0	0	0	49812	2514929	50998717	0	34.8061735160906	76.283177589703	50998717	0	33.5561914234038	72.8917766539902	151676	48934228	7321864	0	128366	35319129	0	0.72196	14046179	33585007	22455798	247797	7719135	2456537	21580	56834	78219	54932	161910	213136	50998717	17801482	34.9	2	NA	NA	50998717	17074840	33.5	5.2	1461895	2.87	49536822	196	46803535	94.48	196.2	16398348	16366316	16212515	128718	13927	43188	0.19	0.01	1.54	0.01	1.52	2282369	4.61	5282	0.01	0	0	422996	0.85	22640	0.05	0	0	FALSE	Neurodegenerative
SRX902279	20.901	21.228	22.558	39.337	44.818	SRP055874	GSE66573	Blood	NA	Healthy	Healthy	0	60738	33830	2044	431101	28632909	35162	1289	7797	3199	16057	13768	673	57	221	672	1873	66	18	111	0	11083	46188	428	0	0	0	0	30227	1643	10084	225	6	82	306	7	71	57	0	4492	82796	46620640	0	34.8023876978094	62.4287803948255	46620640	0	34.1092176769774	60.3141629105526	143231	45360173	90474610	0	102753	19169284	0	0.423066	37143392	66752738	44770675	808418	9955321	8323351	34828	87736	148787	140808	1071024	1416227	46620640	13623271	29.2	2.5	NA	NA	46620640	13552125	29.1	4	434686	0.93	46185954	195	34971928	75.72	195.82	19348092	19308526	19134007	147391	16078	50616	0.23	0.01	1.71	0.01	1.34	10531476	22.8	123750	0.27	0	0	453655	0.98	105145	0.23	0	0	FALSE	Healthy
SRX834732	45.52	18.384	49.683	51.97	56.842	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	40694	24143	853	309978	13055007	10920	452	7300	1220	11830	10341	307	13	114	165	461	37	6	3	249	32	87	0	0	0	0	0	86	4	17	4	33	0	0	0	0	1	0	5763	620235	19210002	0	35.4687650735278	45.8879259770123	19210002	0	34.6387645873228	43.6970925128377	61689	17668148	9635374	0	31729	4114333	0	0.233358	31784415	32915910	21244980	278061	6782023	3487539	21131	56523	82156	57615	306799	426938	19210002	7468075	38.9	3.1	NA	NA	19210002	7010154	36.5	5	1113726	5.8	18096276	196	16539830	91.4	196.55	6155928	6141219	6076935	62319	4894	11780	0.16	0.01	1.53	0.01	1.33	1190007	6.58	4453	0.02	0	0	351694	1.94	10292	0.06	0	0	FALSE	Healthy
SRX1304785	23.404	39.172	25.465	29.903	35.429	SRP064478	PRJNA297335	Spinal cord	NA	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	57810	13867	2498	778233	21793580	54979	5957	11717	397940	20934	9613	17531	7690	457	285	926	69	19	6	398	71	342	1	0	5	38	0	331	47	164	59	77	0	28	6	0	0	0	7881	14305917	64766445	0	33.1279091974247	59.9399925701378	64766445	0	29.8301536235314	52.5326993760779	114004	59615789	24629369	0	75998	28152475	0	0.472418	41098302	79378506	43654926	863187	7967143	24052891	62569	180951	289278	126508	506320	709767	64766445	46687544	72.1	0.9	NA	NA	64766445	45393040	70.1	2.1	532794	0.82	64233651	256	54757077	85.25	253.47	25600957	25548189	24660699	880785	16211	43262	0.67	0.03	1.12	0	1.53	4972716	7.74	26877	0.04	0	0	4408908	6.86	68073	0.11	0	0	FALSE	Neurodegenerative
SRX966672	31.022	23.441	33.661	38.073	41.114	SRP056477	GSE67196	Brain	Frontal cortex	Healthy	Healthy	0	35302	49412	463	391249	31222750	11076	395	8072	6138	11267	6822	326	29	41	129	109	34	7	6	793	53	274	1	0	1	1	0	155	4	15	4	67	0	3	0	0	0	0	14944	2261427	42402353	0	35.1139341724739	71.9067598067079	42402353	0	34.8627773086083	71.5208897776139	43359	41552317	54775013	0	32208	16139322	0	0.388594	38489187	64464664	44924361	700423	15293658	2028698	31459	62124	78974	96640	438589	633936	42402353	17065771	40.2	1.4	NA	NA	42402353	16958476	40	3	550833	1.3	41851520	195	36262095	86.64	195.11	16900339	16877504	16673511	151566	52118	23144	0.14	0.01	1.41	0.01	1.48	5333581	12.74	5294	0.01	0	0	229978	0.55	20572	0.05	0	0	FALSE	Healthy
SRX834768	37.003	23.055	39.85	43.584	47.067	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	69125	31930	1171	676589	31625500	18159	968	14002	2914	21402	13536	1440	40	115	238	491	67	11	13	1516	19	47	0	2	0	1	0	288	37	56	4	284	0	3	0	0	0	0	18728	958734	41886700	0	36.1716335495515	55.9737604652052	41886700	0	35.4832466630219	55.3627233118213	85792	40629859	36525987	0	57576	13541566	0	0.333647	46483577	66507391	41207118	463962	17818421	4987739	39622	105975	145733	132013	604829	802235	41886700	14610328	34.9	1.2	NA	NA	41886700	14348710	34.3	2.7	620971	1.48	41265729	198	37371794	90.56	197.8	14521395	14492483	14342104	140175	14199	24917	0.17	0.01	1.66	0.01	1.38	3343857	8.1	54382	0.13	0	0	476128	1.15	19568	0.05	0	0	FALSE	Healthy
SRX970048	4.048	55.557	4.351	12.927	16.39	SRP056604	GSE67333	Brain	Hippocampus	Neurodegenarative disease	Alzheimer’s disease	0	169737	32317	23418	2948177	63551895	192541	165058	42791	307467	82581	31419	853673	44115	1568	1125	1827	170	1760	22	90	52	78	0	0	5	12	0	196	71	179	102	70	0	105	1	0	6	0	19555	6747053	180318237	0	33.4919680143057	77.3546109612214	NA	NA	NA	NA	153694421	0	70308898	0	124448979	0	0	0.809717	NA	32972305	10518915	269459	2047042	18133374	44448	152330	247044	87937	320521	482822	180318237	73296535	40.6	5.4	274621	0.2	NA	NA	NA	NA	NA	NA	180043616	93	136292016	75.7	91.4	27667415	27542327	27250702	265994	24326	126393	0.35	0.02	1.68	0.01	1.44	17402405	9.67	338315	0.19	0	0	24270098	13.48	1740782	0.97	0	0	FALSE	Neurodegenerative
SRX680674	32.871	22.691	35.322	43.675	47.323	SRP045500	GSE60424	Blood	NA	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	40509	19586	827	314527	20268949	26682	369	6430	973	8205	11160	488	35	75	173	1223	30	2	84	0	5158	27041	110	0	0	2	0	22435	577	6653	173	2	30	85	2	33	9	0	3495	457922	28874809	0	36.0710949464635	55.8794814430324	28874809	0	35.4062806787744	54.7647435816525	25074	26797309	29734155	0	17877	9443648	0	0.352579	28432832	39828864	27816167	399221	7399694	2928079	19884	41488	61548	88513	410801	551211	28874809	9307395	32.2	2.9	NA	NA	28874809	9166445	31.7	4.1	1310343	4.54	27564466	98	23507173	85.28	97.95	7200622	7190617	7130550	56156	5451	8465	0.18	0.01	1.38	0	1.27	3315210	12.03	14873	0.05	0	0	633418	2.3	93792	0.34	0	0	FALSE	Neurodegenerative
SRX1304782	20.715	31.897	22.43	26.228	32.117	SRP064478	PRJNA297335	Spinal cord	NA	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	68073	14512	4142	1220752	19205648	73809	8192	14419	430210	28950	13104	21342	8818	668	357	1685	103	38	11	1115	66	161	2	0	6	27	0	136	56	94	36	46	0	22	2	0	0	0	7884	14570252	71751242	0	32.6981839143635	48.2450758412709	71751242	0	30.7683201776493	46.0271551716452	200309	64407576	35281613	0	112516	26134802	0	0.406014	56006372	92013831	41212252	734128	8984603	37320446	67682	223139	366317	178863	820265	1129191	71751242	46604181	65	0.6	NA	NA	71751242	46013155	64.1	2.2	545608	0.76	71205634	263	58707944	82.45	259.61	20363705	20295520	19662751	597824	37357	65773	0.79	0.03	1.17	0.01	1.4	5899941	8.29	29956	0.04	0	0	6473126	9.09	94667	0.13	0	0	FALSE	Neurodegenerative
SRX680541	39.26	16.615	42.21	49.359	53.466	SRP045500	GSE60424	Blood	NA	Healthy	Healthy	0	26700	17263	970	221504	15819338	19787	287	5349	594	5965	6215	261	16	46	140	649	39	1	160	0	7593	49992	154	0	0	3	0	13471	404	3350	71	1	13	97	0	41	38	0	3386	457586	21878596	0	37.8802328997711	54.7879091009579	21878596	0	37.6303454298438	53.8240087300695	11594	20789831	21191194	0	7472	5209650	0	0.250696	34216352	35788133	25124471	337326	6603129	2524071	17355	36309	60620	80446	384364	520138	21878596	7031410	32.1	0.3	NA	NA	21878596	6991670	32	0.8	169387	0.77	21709209	98	18410388	84.8	98.35	5556873	5548721	5502068	44105	3897	6803	0.15	0.01	1.38	0.01	1.21	2391037	11.01	14407	0.07	0	0	732446	3.37	160931	0.74	0	0	FALSE	Healthy
SRX966673	26.923	22.094	29.296	35.197	37.973	SRP056477	GSE67196	Brain	Frontal cortex	Healthy	Healthy	0	25965	196575	415	301221	23655757	20239	378	6538	4417	8736	5279	241	29	44	76	88	32	5	5	1060	41	152	1	0	0	0	0	138	11	10	2	93	0	0	0	0	0	0	18119	1884465	36386942	0	34.8734304190773	71.8596433391599	36386942	0	32.8454496395987	65.5048639166262	72968	33545588	54917835	0	53584	13443455	0	0.401114	29703851	49658852	33369414	503288	12202556	2130853	24677	50882	66896	76374	410017	620816	36386942	15283313	42	1.9	NA	NA	36386942	14007259	38.5	8.6	2493764	6.85	33893178	193	28158017	83.08	194.13	10895054	10874099	10754108	113966	8346	18634	0.23	0.01	1.34	0.01	1.56	5460539	16.11	6840	0.02	0	0	257136	0.76	10646	0.03	0	0	FALSE	Healthy
SRX1304794	17.869	49.909	19.522	23.164	28.767	SRP064478	PRJNA297335	Spinal cord	NA	Healthy	Healthy	0	45649	11155	2478	592189	16783551	44637	6544	9922	354275	15072	8723	18886	9093	312	234	797	50	13	5	209	60	223	2	1	4	24	0	218	39	82	23	26	1	23	0	1	0	0	11458	21030358	60243905	0	33.4945766048864	67.9843676562918	60243905	0	32.4039580601556	64.2977784273148	81637	56981722	24080308	0	57390	34439944	0	0.604474	25152029	57951555	33606111	578719	5333578	16415749	46713	135329	212749	85857	355820	500728	60243905	44381473	73.7	0.4	NA	NA	60243905	45345367	75.3	1.4	314299	0.52	59929606	255	52589199	87.75	254.05	22894513	22842713	22704093	137125	13226	40069	0.51	0.05	1.06	0	1.51	4474160	7.47	24426	0.04	0	0	2772118	4.63	69703	0.12	0	0	FALSE	Healthy
SRX834742	47.68	20.557	51.775	53.986	58.758	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	52457	42645	875	469548	22277597	15511	676	10010	1583	15453	10610	439	17	100	201	324	76	6	19	1020	7	40	0	0	0	2	0	173	22	36	3	142	0	8	0	1	1	0	10388	965023	30020489	0	36.0815570992198	50.9917708925594	30020489	0	35.4530182036675	49.4895487466399	82455	28630165	13643591	0	50889	7255499	0	0.253945	46474942	52854588	34742051	424660	12062398	4061704	30055	78555	110575	92008	448502	616398	30020489	10868729	36.2	2	NA	NA	30020489	10660958	35.5	3.2	827016	2.75	29193473	197	26913083	92.19	197.12	10878633	10853121	10738553	105495	10191	24394	0.16	0.01	1.58	0.01	1.31	1799537	6.16	6987	0.02	0	0	457900	1.57	15966	0.05	0	0	FALSE	Healthy
SRX834757	40.938	44.653	43.874	44.657	48.014	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	79617	38826	1065	679700	27717205	17979	969	12757	1272	20482	14065	495	14	145	303	455	87	6	9	1010	8	6	0	0	0	2	0	181	12	36	28	645	0	5	0	0	0	0	4735	601654	35497176	0	35.6583850782947	57.5137220959623	35497176	0	35.1580562634053	55.6544589416932	131484	33799810	3714653	0	92961	15890327	0	0.470591	23468730	44728355	28850889	373211	11020529	3485466	29409	79183	108746	83422	245968	317238	35497176	12288172	34.6	2.4	NA	NA	35497176	11981140	33.8	3.8	795841	2.24	34701335	197	32981275	95.04	197.15	14338407	14316308	14179631	123305	13746	21725	0.16	0.01	1.63	0.02	1.3	950019	2.74	3750	0.01	0	0	755437	2.18	10854	0.03	0	0	FALSE	Healthy
SRX834760	29.063	59.074	31.328	32.748	35.424	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	66899	40362	937	586020	25087873	15408	728	11571	945	17929	11830	477	10	94	184	490	59	0	11	954	11	24	0	0	0	0	0	376	15	36	8	283	0	0	0	0	0	0	8168	700527	31980686	0	35.7746023959586	67.8421633957394	31980686	0	35.330561295652	66.1746171783192	130094	30288964	3713797	0	97695	18972249	0	0.626642	12392352	27631174	17390080	190573	7657977	1754460	16763	44698	61670	54217	167438	218101	31980686	11187384	35	2.3	NA	NA	31980686	10997827	34.4	3.6	916997	2.87	31063689	197	29517739	95.02	197.28	11095170	11077222	10971870	92503	10675	20122	0.16	0.01	1.62	0.02	1.32	901319	2.9	2847	0.01	0	0	631176	2.03	10608	0.03	0	0	FALSE	Healthy
SRX966622	15.836	23.489	17.296	24.001	25.691	SRP056477	GSE67196	Brain	Frontal cortex	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	22922	69433	635	269587	20307384	8849	380	4656	4199	8679	4921	467	67	67	108	133	32	4	3	319	5	42	1	0	0	2	0	162	8	4	2	34	0	2	0	0	0	0	34497	2994703	34434015	0	35.1472428643596	76.0183320124226	34434015	0	34.786806272809	74.5831511572624	34189	33629615	86376441	0	22527	18030860	0	0.536223	18690445	37221124	23400000	285434	9470758	2629641	20011	49791	68285	64858	427394	631894	34434015	13211372	38.4	1.3	NA	NA	34434015	12901202	37.5	3.3	568779	1.65	33865236	195	25883725	76.43	196.18	6992864	6978128	6894503	76469	7543	14349	0.17	0.01	1.3	0.01	1.43	7780079	22.97	6259	0.02	0	0	183105	0.54	12068	0.04	0	0	FALSE	Neurodegenerative
SRX834776	48.03	34.644	51.589	53.278	57.308	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	76288	42403	982	696441	32751151	19159	1017	13804	1169	19805	12611	687	23	142	262	391	79	9	9	1228	7	27	1	0	0	3	0	300	23	41	18	620	0	12	0	0	3	0	12573	1066625	41458992	0	36.1281885242169	56.2806244816335	41458992	0	35.4227519810419	55.1776539046215	95691	40090546	5677976	0	65167	14842132	0	0.370586	39738323	62667883	39959202	540422	16263624	4520384	38153	100373	136781	121691	358922	466998	41458992	14786231	35.7	1.3	NA	NA	41458992	14539471	35.1	2.9	732360	1.77	40726632	198	38628307	94.85	197.75	15440415	15412902	15258547	141572	15974	24322	0.18	0.01	1.63	0.01	1.36	1557930	3.83	3406	0.01	0	0	522238	1.28	14751	0.04	0	0	FALSE	Healthy
SRX966623	24.925	27.552	26.951	33.234	36.709	SRP056477	GSE67196	Brain	Cerebellum	Neurodegenarative disease	Amyotrophic lateral sclerosis	0	97309	29084	1694	801811	37294860	29347	1608	18790	11465	25218	17234	1146	105	205	490	397	86	22	7	352	30	76	0	0	0	0	0	1040	75	24	23	31	0	4	3	0	0	0	9990	966824	54199916	0	35.7151925659811	71.07799564614	54199916	0	34.4666740811923	68.5090084563875	80693	52296708	70556997	0	57087	24097085	0	0.460966	37493297	71581733	48534974	785571	13919424	6344123	42617	100731	138926	138452	543758	763307	54199916	19005134	35.1	1.5	NA	NA	54199916	18976349	35	4.5	1379204	2.54	52820712	196	45219429	85.61	196.97	23750645	23720003	23502932	197035	19536	31142	0.15	0.01	1.62	0.01	1.52	7157972	13.55	9645	0.02	0	0	384481	0.73	49185	0.09	0	0	FALSE	Neurodegenerative
SRX834771	14.182	72.386	15.408	20.431	22.106	SRP051844	GSE64810	Brain	Prefrontal cortex	Healthy	Healthy	0	111800	161515	1612	995691	53179683	41153	1473	20937	1882	27413	21819	898	35	152	243	803	61	3	9	26929	6	45	0	0	0	15	0	448	4	77	6	94	0	10	0	0	0	0	70255	5202357	72543846	0	34.337101371769	79.3529591546454	72543846	0	32.1746895112233	74.7691124522814	215111	68516373	15346245	0	197758	55121755	0	0.804685	13478157	32661666	21656250	174939	8013713	1983973	18683	51687	72702	63291	220619	287126	72543846	25932912	35.7	2.5	NA	NA	72543846	24428064	33.7	6.8	3190555	4.4	69353291	196	64914426	93.6	195.5	19433781	19394525	19206261	141710	16504	69306	0.38	0.01	1.47	0.01	1.53	3817058	5.5	8766	0.01	0	0	580056	0.84	32985	0.05	0	0	FALSE	Healthy
SRX966666	41.291	15.557	44.916	47.936	51.912	SRP056477	GSE67196	Brain	Frontal cortex	Healthy	Healthy	0	30136	22281	329	320329	22009784	10411	328	6931	6938	9725	6170	209	19	32	137	121	30	1	5	320	3	10	0	0	0	0	0	353	57	22	4	152	0	0	0	0	0	0	4306	702538	29839439	0	34.9470923699336	61.4480858682389	29839439	0	33.5886022857199	57.2433247103916	48113	27948481	30175144	0	31754	6671691	0	0.239076	48796563	54429710	38069017	755781	12330412	1972883	31903	58045	74772	89783	364155	525292	29839439	12289534	41.2	1.9	NA	NA	29839439	11533617	38.7	6.7	1511693	5.07	28327746	194	25068731	88.5	194.93	13191909	13174431	13042691	117381	11250	20587	0.13	0.01	1.59	0.01	1.5	2927863	10.34	2095	0.01	0	0	321836	1.14	7221	0.03	0	0	FALSE	Healthy
